FECHA (YYMMDD),HORA (HHMM),Registros validados,Registros preliminares,Registros no validados
160713,800,31.53,,
160713,900,29.92,,
160713,1000,40.29,,
160713,1100,70.2,,
160713,1200,52.36,,
160713,1300,44.21,,
160713,1400,42.85,,
160713,1500,39.18,,
160713,1600,48.3199,,
160713,1700,57.8,,
160713,1800,91.2,,
160713,1900,111.3,,
160713,2000,93.2,,
160713,2100,66.86,,
160713,2200,49,,
160713,2300,21.76,,
160714,0,26.59,,
160714,100,40.02,,
160714,200,47.6,,
160714,300,23.12,,
160714,400,15.39,,
160714,500,22.29,,
160714,600,18.4,,
160714,700,25.84,,
160714,800,47.6,,
160714,900,53.04,,
160714,1000,46.24,,
160714,1100,39.21,,
160714,1200,51.0099,,
160714,1300,58.37,,
160714,1400,39.27,,
160714,1500,43.68,,
160714,1600,40.8199,,
160714,1700,131.2,,
160714,1800,174.1,,
160714,1900,201.3,,
160714,2000,167.3,,
160714,2100,160.9,,
160714,2200,133.3,,
160714,2300,84.3999,,
160715,0,61.2,,
160715,100,46.91,,
160715,200,41.06,,
160715,300,27.87,,
160715,400,29.14,,
160715,500,25.18,,
160715,600,23.36,,
160715,700,26.52,,
160715,800,38.1,,
160715,900,53.72,,
160715,1000,42.16,,
160715,1100,27.2,,
160715,1200,23.12,,
160715,1300,25.84,,
160715,1400,16.98,,
160715,1500,24.25,,
160715,1600,18.97,,
160715,1700,79.5598,,
160715,1800,393.3,,
160715,1900,401.9,,
160715,2000,550.5,,
160715,2100,248.9,,
160715,2200,241.8,,
160715,2300,100.6,,
160716,0,103.4,,
160716,100,80.2,,
160716,200,58.48,,
160716,300,47.89,,
160716,400,21.07,,
160716,500,22.53,,
160716,600,54.37,,
160716,700,30.3,,
160716,800,42.22,,
160716,900,69.36,,
160716,1000,95.2,,
160716,1100,110.8,,
160716,1200,48.28,,
160716,1300,52.43,,
160716,1400,79.0498,,
160716,1500,102.9,,
160716,1600,189,,
160716,1700,49.6299,,
160716,1800,38.08,,
160716,1900,30.73,,
160716,2000,37.6,,
160716,2100,42.06,,
160716,2200,27.22,,
160716,2300,101.3,,
160717,0,156.4,,
160717,100,128.5,,
160717,200,24.12,,
160717,300,19.08,,
160717,400,16.14,,
160717,500,16.09,,
160717,600,17.09,,
160717,700,13.6,,
160717,800,11.82,,
160717,900,24.51,,
160717,1000,52.36,,
160717,1100,73.36,,
160717,1200,95.2,,
160717,1300,50.9399,,
160717,1400,43.47,,
160717,1500,45.68,,
160717,1600,55.62,,
160717,1700,42.18,,
160717,1800,41.93,,
160717,1900,43.5099,,
160717,2000,46.24,,
160717,2100,34.25,,
160717,2200,32.64,,
160717,2300,21.06,,
160718,0,21.76,,
160718,100,18.36,,
160718,200,12.69,,
160718,300,11.56,,
160718,400,12.22,,
160718,500,9.57999,,
160718,600,19.04,,
160718,700,21.11,,
160718,800,47.61,,
160718,900,74.87,,
160718,1000,42.8199,,
160718,1100,19.05,,
160718,1200,22.41,,
160718,1300,15.64,,
160718,1400,14.28,,
160718,1500,14.28,,
160718,1600,26.51,,
160718,1700,128.5,,
160718,1800,488.4,,
160718,1900,740.198,,
160718,2000,554.8,,
160718,2100,581.3,,
160718,2200,448.8,,
160718,2300,574,,
160719,0,289.7,,
160719,100,163.3,,
160719,200,75.48,,
160719,300,34,,
160719,400,36.72,,
160719,500,28.55,,
160719,600,31.28,,
160719,700,79.58,,
160719,800,130.5,,
160719,900,108,,
160719,1000,57.12,,
160719,1100,39.5699,,
160719,1200,55.08,,
160719,1300,149.6,,
160719,1400,83.6,,
160719,1500,53.71,,
160719,1600,66.0698,,
160719,1700,68.6698,,
160719,1800,78.85,,
160719,1900,172.1,,
160719,2000,70.0398,,
160719,2100,70.72,,
160719,2200,75.48,,
160719,2300,53.15,,
160720,0,28.61,,
160720,100,10.88,,
160720,200,11.57,,
160720,300,10.88,,
160720,400,14.96,,
160720,500,9.51999,,
160720,600,16.41,,
160720,700,17.97,,
160720,800,20.4,,
160720,900,20.4,,
160720,1000,30.34,,
160720,1100,36.14,,
160720,1200,46.92,,
160720,1300,57.12,,
160720,1400,83,,
160720,1500,76.85,,
160720,1600,80.6,,
160720,1700,97.8999,,
160720,1800,206.7,,
160720,1900,263.2,,
160720,2000,211.1,,
160720,2100,153.7,,
160720,2200,229.6,,
160720,2300,267.9,,
160721,0,125.2,,
160721,100,45.56,,
160721,200,59.22,,
160721,300,39.48,,
160721,400,26.61,,
160721,500,14.25,,
160721,600,25.18,,
160721,700,28.56,,
160721,800,47.78,,
160721,900,52.23,,
160721,1000,36.7,,
160721,1100,42.2599,,
160721,1200,38.7599,,
160721,1300,29.94,,
160721,1400,33.95,,
160721,1500,44.93,,
160721,1600,45.54,,
160721,1700,149.8,,
160721,1800,111.5,,
160721,1900,134.4,,
160721,2000,136.5,,
160721,2100,139.4,,
160721,2200,59.8199,,
160721,2300,113.5,,
160722,0,106.8,,
160722,100,46.33,,
160722,200,55.48,,
160722,300,17.11,,
160722,400,23.78,,
160722,500,24.49,,
160722,600,20.4,,
160722,700,29.91,,
160722,800,31.38,,
160722,900,25.22,,
160722,1000,31.38,,
160722,1100,32.65,,
160722,1200,25.21,,
160722,1300,26.68,,
160722,1400,28.57,,
160722,1500,34.09,,
160722,1600,59.83,,
160722,1700,99.2998,,
160722,1800,54.39,,
160722,1900,65.2798,,
160722,2000,69.35,,
160722,2100,64.8799,,
160722,2200,77.0199,,
160722,2300,54.75,,
160723,0,72.7798,,
160723,100,38.78,,
160723,200,30.65,,
160723,300,16.35,,
160723,400,16.32,,
160723,500,10.06,,
160723,600,11.56,,
160723,700,13.67,,
160723,800,23.8,,
160723,900,30.67,,
160723,1000,36.85,,
160723,1100,25.83,,
160723,1200,27.46,,
160723,1300,71.1,,
160723,1400,35.03,,
160723,1500,33.2,,
160723,1600,31.96,,
160723,1700,49.56,,
160723,1800,80.2,,
160723,1900,73.4198,,
160723,2000,63.23,,
160723,2100,69.35,,
160723,2200,44.68,,
160723,2300,37.4,,
160724,0,34,,
160724,100,27.88,,
160724,200,26.52,,
160724,300,29.92,,
160724,400,21.76,,
160724,500,17.68,,
160724,600,19.04,,
160724,700,15.64,,
160724,800,10.2,,
160724,900,30.6,,
160724,1000,39.98,,
160724,1100,87.3999,,
160724,1200,73.3198,,
160724,1300,126,,
160724,1400,97.2,,
160724,1500,88.2998,,
160724,1600,55.74,,
160724,1700,64.5698,,
160724,1800,57.79,,
160724,1900,56.39,,
160724,2000,52.35,,
160724,2100,38.3799,,
160724,2200,46.93,,
160724,2300,35.36,,
160725,0,21.77,,
160725,100,20.61,,
160725,200,20.4,,
160725,300,12.24,,
160725,400,16.17,,
160725,500,14.96,,
160725,600,17.68,,
160725,700,28.58,,
160725,800,25.84,,
160725,900,39.16,,
160725,1000,36.11,,
160725,1100,34,,
160725,1200,26.63,,
160725,1300,,,
160725,1400,25.15,,
160725,1500,30.31,,
160725,1600,46.2,,
160725,1700,91.7998,,
160725,1800,96.5,,
160725,1900,312.8,,
160725,2000,215.5,,
160725,2100,255.8,,
160725,2200,226.2,,
160725,2300,155.5,,
160726,0,65.99,,
160726,100,89.1,,
160726,200,50.3,,
160726,300,36.72,,
160726,400,45.56,,
160726,500,38.7599,,
160726,600,28.36,,
160726,700,53.72,,
160726,800,58.48,,
160726,900,84.1,,
160726,1000,76.84,,
160726,1100,52.34,,
160726,1200,49.0099,,
160726,1300,31.95,,
160726,1400,31.53,,
160726,1500,25.15,,
160726,1600,31.95,,
160726,1700,85,,
160726,1800,188.6,,
160726,1900,455.6,,
160726,2000,392.7,,
160726,2100,412.1,,
160726,2200,374,,
160726,2300,225.8,,
160727,0,144.9,,
160727,100,198.8,,
160727,200,130.6,,
160727,300,68.6798,,
160727,400,31.97,,
160727,500,19.04,,
160727,600,32.68,,
160727,700,86.3999,,
160727,800,102.7,,
160727,900,79.0598,,
160727,1000,54.39,,
160727,1100,52.33,,
160727,1200,50.7,,
160727,1300,31.95,,
160727,1400,37.62,,
160727,1500,38.08,,
160727,1600,44.1899,,
160727,1700,107.4,,
160727,1800,326.1,,
160727,1900,605.8,,
160727,2000,276.8,,
160727,2100,121.6,,
160727,2200,162.5,,
160727,2300,227.8,,
160728,0,127.8,,
160728,100,35,,
160728,200,21.09,,
160728,300,19.72,,
160728,400,16.22,,
160728,500,14.53,,
160728,600,16.41,,
160728,700,25.16,,
160728,800,30.66,,
160728,900,29.42,,
160728,1000,31.57,,
160728,1100,30.6,,
160728,1200,33.36,,
160728,1300,34.11,,
160728,1400,,,
160728,1500,,,
160728,1600,28.58,,
160728,1700,77.5199,,
160728,1800,97.2998,,
160728,1900,102.8,,
160728,2000,166.6,,
160728,2100,113,,
160728,2200,68,,
160728,2300,52.36,,
160729,0,30.66,,
160729,100,63.99,,
160729,200,27.2,,
160729,300,25.16,,
160729,400,21.08,,
160729,500,23.12,,
160729,600,15.46,,
160729,700,26.67,,
160729,800,25.91,,
160729,900,43.52,,
160729,1000,29.21,,
160729,1100,35.35,,
160729,1200,36.71,,
160729,1300,23.44,,
160729,1400,19.71,,
160729,1500,25.78,,
160729,1600,61.86,,
160729,1700,95.2,,
160729,1800,59.8199,,
160729,1900,95.8999,,
160729,2000,112.1,,
160729,2100,62.56,,
160729,2200,71.46,,
160729,2300,48.8,,
160730,0,34,,
160730,100,25.21,,
160730,200,21.08,,
160730,300,14.96,,
160730,400,10.95,,
160730,500,10.2,,
160730,600,10.88,,
160730,700,13.6,,
160730,800,23.8,,
160730,900,25.84,,
160730,1000,45.68,,
160730,1100,43.7,,
160730,1200,54.02,,
160730,1300,42.18,,
160730,1400,46.23,,
160730,1500,59.27,,
160730,1600,67.7798,,
160730,1700,57.11,,
160730,1800,133.9,,
160730,1900,83.2998,,
160730,2000,70.3198,,
160730,2100,44.21,,
160730,2200,36.72,,
160730,2300,36.18,,
160731,0,24.17,,
160731,100,18.36,,
160731,200,19.04,,
160731,300,14.52,,
160731,400,11.56,,
160731,500,8.17,,
160731,600,20.4,,
160731,700,12.92,,
160731,800,15.55,,
160731,900,27.88,,
160731,1000,29.92,,
160731,1100,31.98,,
160731,1200,34,,
160731,1300,31.95,,
160731,1400,36.86,,
160731,1500,31.95,,
160731,1600,37.39,,
160731,1700,48.27,,
160731,1800,75.2,,
160731,1900,74.33,,
160731,2000,63.23,,
160731,2100,60.66,,
160731,2200,64.6,,
160731,2300,80.5,,
160801,0,161.5,,
160801,100,29.32,,
160801,200,15.64,,
160801,300,15.64,,
160801,400,8.15999,,
160801,500,8.14998,,
160801,600,13.56,,
160801,700,47.34,,
160801,800,87.7998,,
160801,900,68,,
160801,1000,61.93,,
160801,1100,73.5498,,
160801,1200,,,
160801,1300,21.75,,
160801,1400,18.35,,
160801,1500,17.27,,
160801,1600,27.19,,
160801,1700,46.23,,
160801,1800,152.3,,
160801,1900,274.7,,
160801,2000,304.6,,
160801,2100,461,,
160801,2200,208.1,,
160801,2300,386.3,,
160802,0,436.6,,
160802,100,205.4,,
160802,200,85.7,,
160802,300,38.73,,
160802,400,34.65,,
160802,500,24.48,,
160802,600,58.48,,
160802,700,51.66,,
160802,800,61.21,,
160802,900,68,,
160802,1000,78.25,,
160802,1100,,,
160802,1200,,,
160802,1300,62.47,,
160802,1400,,179.5,
160802,1500,58.36,,
160802,1600,,,
160802,1700,114.2,,
160802,1800,83.6,,
160802,1900,179.8,,
160802,2000,179.9,,
160802,2100,240.9,,
160802,2200,231.2,,
160802,2300,104.1,,
160803,0,120.4,,
160803,100,89.1,,
160803,200,34,,
160803,300,18.41,,
160803,400,11.56,,
160803,500,10.12,,
160803,600,11.11,,
160803,700,21.14,,
160803,800,20.08,,
160803,900,34.7,,
160803,1000,30.72,,
160803,1100,42.79,,
160803,1200,49.54,,
160803,1300,53.02,,
160803,1400,67.99,,
160803,1500,62.4399,,
160803,1600,66.87,,
160803,1700,67.3198,,
160803,1800,80.8999,,
160803,1900,62.58,,
160803,2000,78.8799,,
160803,2100,63.14,,
160803,2200,57.8199,,
160803,2300,76.1598,,
160804,0,66.62,,
160804,100,52.22,,
160804,200,13.6,,
160804,300,17.15,,
160804,400,16.41,,
160804,500,12.91,,
160804,600,18.37,,
160804,700,24.53,,
160804,800,44.22,,
160804,900,43.52,,
160804,1000,42.81,,
160804,1100,50.3199,,
160804,1200,44.18,,
160804,1300,48.95,,
160804,1400,80.7,,
160804,1500,54.39,,
160804,1600,60.5099,,
160804,1700,146.2,,
160804,1800,132.6,,
160804,1900,123.1,,
160804,2000,202.7,,
160804,2100,159.1,,
160804,2200,143.5,,
160804,2300,78.8799,,
160805,0,48.28,,
160805,100,34.68,,
160805,200,51,,
160805,300,29.14,,
160805,400,29.92,,
160805,500,28.62,,
160805,600,29.92,,
160805,700,55.06,,
160805,800,36.72,,
160805,900,43.52,,
160805,1000,51.03,,
160805,1100,28.39,,
160805,1200,,,
160805,1300,,,
160805,1400,19.03,,
160805,1500,21.67,,
160805,1600,31.24,,
160805,1700,80.2,,
160805,1800,150.9,,
160805,1900,106.1,,
160805,2000,86.3999,,
160805,2100,72.6898,,
160805,2200,56.62,,
160805,2300,48.6899,,
160806,0,30.28,,
160806,100,20.55,,
160806,200,18.37,,
160806,300,14.26,,
160806,400,11.54,,
160806,500,8.84,,
160806,600,10.87,,
160806,700,14.96,,
160806,800,19.05,,
160806,900,29.24,,
160806,1000,27.92,,
160806,1100,26.72,,
160806,1200,32.6299,,
160806,1300,42.83,,
160806,1400,35.36,,
160806,1500,37.3799,,
160806,1600,51,,
160806,1700,70.7,,
160806,1800,61.2,,
160806,1900,69.34,,
160806,2000,46.3799,,
160806,2100,38.0699,,
160806,2200,37.3799,,
160806,2300,24.48,,
160807,0,23.12,,
160807,100,17.03,,
160807,200,16.35,,
160807,300,11.56,,
160807,400,9.51999,,
160807,500,14.28,,
160807,600,11.54,,
160807,700,13.63,,
160807,800,7.547,,
160807,900,24.45,,
160807,1000,38.75,,
160807,1100,42.83,,
160807,1200,42.84,,
160807,1300,29.46,,
160807,1400,33.25,,
160807,1500,57.12,,
160807,1600,54.83,,
160807,1700,65.7599,,
160807,1800,100,,
160807,1900,46.91,,
160807,2000,91.7998,,
160807,2100,119,,
160807,2200,186.3,,
160807,2300,164.5,,
160808,0,138.1,,
160808,100,89.1,,
160808,200,95.5,,
160808,300,55.08,,
160808,400,54.41,,
160808,500,19.72,,
160808,600,30.39,,
160808,700,44.95,,
160808,800,59.81,,
160808,900,70.3899,,
160808,1000,39.31,,
160808,1100,25.82,,
160808,1200,24.51,,
160808,1300,20.38,,
160808,1400,13.75,,
160808,1500,14.27,,
160808,1600,20.41,,
160808,1700,39.43,,
160808,1800,189.7,,
160808,1900,656.8,,
160808,2000,910,,
160808,2100,928,,
160808,2200,382.8,,
160808,2300,395.8,,
160809,0,440.7,,
160809,100,185,,
160809,200,120.4,,
160809,300,36.8,,
160809,400,24.47,,
160809,500,19.72,,
160809,600,22.44,,
160809,700,43.52,,
160809,800,55.7599,,
160809,900,69.36,,
160809,1000,74.49,,
160809,1100,37.74,,
160809,1200,46.91,,
160809,1300,29.23,,
160809,1400,19.15,,
160809,1500,20.39,,
160809,1600,20.89,,
160809,1700,38.11,,
160809,1800,233.3,,
160809,1900,444.7,,
160809,2000,142.9,,
160809,2100,557.6,,
160809,2200,603.898,,
160809,2300,303.3,,
160810,0,132.6,,
160810,100,124.2,,
160810,200,53.1,,
160810,300,87.7,,
160810,400,63.9,,
160810,500,35.74,,
160810,600,31.96,,
160810,700,46.46,,
160810,800,44.2,,
160810,900,49,,
160810,1000,96.7,,
160810,1100,78.8799,,
160810,1200,50.3199,,
160810,1300,57.11,,
160810,1400,65.2599,,
160810,1500,91.7998,,
160810,1600,75.2998,,
160810,1700,40.11,,
160810,1800,53.71,,
160810,1900,134,,
160810,2000,73.4198,,
160810,2100,52.27,,
160810,2200,36.8199,,
160810,2300,26.52,,
160811,0,23.21,,
160811,100,13.6,,
160811,200,13.67,,
160811,300,17,,
160811,400,14.96,,
160811,500,11.56,,
160811,600,19.91,,
160811,700,61.2,,
160811,800,41.53,,
160811,900,42.7599,,
160811,1000,38.7599,,
160811,1100,31.58,,
160811,1200,14.96,,
160811,1300,16.97,,
160811,1400,10.88,,
160811,1500,12.94,,
160811,1600,15.69,,
160811,1700,47.59,,
160811,1800,60.75,,
160811,1900,92.5,,
160811,2000,146.9,,
160811,2100,139.4,,
160811,2200,279.5,,
160811,2300,314.3,,
160812,0,225.1,,
160812,100,167.7,,
160812,200,29.32,,
160812,300,38.08,,
160812,400,28.58,,
160812,500,12.24,,
160812,600,19.13,,
160812,700,50.28,,
160812,800,97.8999,,
160812,900,85.7998,,
160812,1000,111.3,,
160812,1100,97.8999,,
160812,1200,54.41,,
160812,1300,41.48,,
160812,1400,66.8198,,
160812,1500,87.5,,
160812,1600,55.67,,
160812,1700,32.7,,
160812,1800,39.2599,,
160812,1900,36.23,,
160812,2000,46.21,,
160812,2100,38.34,,
160812,2200,40.8,,
160812,2300,27.19,,
160813,0,26.45,,
160813,100,24.48,,
160813,200,22.3,,
160813,300,18.35,,
160813,400,12.94,,
160813,500,10.2,,
160813,600,10.89,,
160813,700,7.48,,
160813,800,18.88,,
160813,900,35.1299,,
160813,1000,34.31,,
160813,1100,41.16,,
160813,1200,24.24,,
160813,1300,31.19,,
160813,1400,38.81,,
160813,1500,35.36,,
160813,1600,27.19,,
160813,1700,57.84,,
160813,1800,142.1,,
160813,1900,189.4,,
160813,2000,233,,
160813,2100,89.1,,
160813,2200,60.52,,
160813,2300,74.8098,,
160814,0,108.9,,
160814,100,104.4,,
160814,200,23.27,,
160814,300,33.98,,
160814,400,11.82,,
160814,500,14.94,,
160814,600,10.2,,
160814,700,18,,
160814,800,37.56,,
160814,900,30.6,,
160814,1000,51.68,,
160814,1100,,,
160814,1200,37.56,,
160814,1300,38.75,,
160814,1400,31.96,,
160814,1500,29.91,,
160814,1600,40.14,,
160814,1700,31.27,,
160814,1800,93.7998,,
160814,1900,155,,
160814,2000,96.3999,,
160814,2100,90.6,,
160814,2200,40.29,,
160814,2300,36.2,,
160815,0,25.84,,
160815,100,13.6,,
160815,200,15.64,,
160815,300,16.16,,
160815,400,18.36,,
160815,500,15.28,,
160815,600,19.04,,
160815,700,14.95,,
160815,800,26.62,,
160815,900,29.92,,
160815,1000,65.2798,,
160815,1100,56.4399,,
160815,1200,64.0199,,
160815,1300,90.3999,,
160815,1400,59.15,,
160815,1500,69.35,,
160815,1600,45.61,,
160815,1700,42.96,,
160815,1800,31.95,,
160815,1900,32.67,,
160815,2000,27.88,,
160815,2100,25.83,,
160815,2200,23.09,,
160815,2300,21.08,,
160816,0,10.75,,
160816,100,6.085,,
160816,200,4.07999,,
160816,300,10.97,,
160816,400,10.78,,
160816,500,14.96,,
160816,600,25.84,,
160816,700,50.25,,
160816,800,59.84,,
160816,900,40.2599,,
160816,1000,26.51,,
160816,1100,27.44,,
160816,1200,31.24,,
160816,1300,21.8,,
160816,1400,23.8,,
160816,1500,31.43,,
160816,1600,28.55,,
160816,1700,36.71,,
160816,1800,81.6,,
160816,1900,71.3999,,
160816,2000,40.8,,
160816,2100,34,,
160816,2200,22.44,,
160816,2300,22.44,,
160817,0,19.9,,
160817,100,14.96,,
160817,200,10.73,,
160817,300,9.53998,,
160817,400,17.9,,
160817,500,11.83,,
160817,600,54.8799,,
160817,700,27.54,,
160817,800,37.62,,
160817,900,31.97,,
160817,1000,20.4,,
160817,1100,19.08,,
160817,1200,22.58,,
160817,1300,19.68,,
160817,1400,32.7,,
160817,1500,25.95,,
160817,1600,28.55,,
160817,1700,36.18,,
160817,1800,36.05,,
160817,1900,31.28,,
160817,2000,44.8799,,
160817,2100,36.04,,
160817,2200,46.24,,
160817,2300,24.47,,
160818,0,8.15999,,
160818,100,17.92,,
160818,200,12.66,,
160818,300,10.88,,
160818,400,11.76,,
160818,500,13.44,,
160818,600,45.3199,,
160818,700,33.36,,
160818,800,28.61,,
160818,900,47.6,,
160818,1000,38.41,,
160818,1100,35.7599,,
160818,1200,27.46,,
160818,1300,33.97,,
160818,1400,34.1,,
160818,1500,34.68,,
160818,1600,41.45,,
160818,1700,63.06,,
160818,1800,85.6,,
160818,1900,92.8999,,
160818,2000,93.7998,,
160818,2100,98.6,,
160818,2200,59.84,,
160818,2300,34.95,,
160819,0,22.53,,
160819,100,11.58,,
160819,200,7.48,,
160819,300,9.14998,,
160819,400,8.07999,,
160819,500,17.94,,
160819,600,42.16,,
160819,700,34.67,,
160819,800,48.28,,
160819,900,43,,
160819,1000,,,
160819,1100,54.37,,
160819,1200,32.6299,,
160819,1300,29.22,,
160819,1400,59.77,,
160819,1500,96.5,,
160819,1600,89.1,,
160819,1700,70.6499,,
160819,1800,88.2998,,
160819,1900,101.2,,
160819,2000,52.98,,
160819,2100,82.8999,,
160819,2200,92.6,,
160819,2300,81.5,,
160820,0,50.83,,
160820,100,90.3999,,
160820,200,33.4399,,
160820,300,33.24,,
160820,400,48.2599,,
160820,500,55.1899,,
160820,600,44.9399,,
160820,700,34.65,,
160820,800,70.59,,
160820,900,39.58,,
160820,1000,31.24,,
160820,1100,40.53,,
160820,1200,58.7,,
160820,1300,14.73,,
160820,1400,12.2,,
160820,1500,16.24,,
160820,1600,11.96,,
160820,1700,30.7,,
160820,1800,97.7998,,
160820,1900,211.9,,
160820,2000,665,,
160820,2100,306.3,,
160820,2200,325.4,,
160820,2300,391.3,,
160821,0,196.3,,
160821,100,309.6,,
160821,200,156.2,,
160821,300,125.9,,
160821,400,106,,
160821,500,116.9,,
160821,600,77.47,,
160821,700,89.1,,
160821,800,72.3198,,
160821,900,68.21,,
160821,1000,53.05,,
160821,1100,30.57,,
160821,1200,26.49,,
160821,1300,12.01,,
160821,1400,12.84,,
160821,1500,10.86,,
160821,1600,8.14,,
160821,1700,20.37,,
160821,1800,98.1,,
160821,1900,54.33,,
160821,2000,89.7,,
160821,2100,221.4,,
160821,2200,224.1,,
160821,2300,275.8,,
160822,0,219.8,,
160822,100,237.7,,
160822,200,212.6,,
160822,300,167.2,,
160822,400,161,,
160822,500,140.6,,
160822,600,161.7,,
160822,700,363.8,,
160822,800,266.8,,
160822,900,80.5,,
160822,1000,32.61,,
160822,1100,25.14,,
160822,1200,18.67,,
160822,1300,10,,
160822,1400,9.10999,,
160822,1500,13.64,,
160822,1600,19.07,,
160822,1700,27.18,,
160822,1800,58.45,,
160822,1900,108.1,,
160822,2000,87.3999,,
160822,2100,121,,
160822,2200,96.6,,
160822,2300,125.8,,
160823,0,164.2,,
160823,100,33.36,,
160823,200,40.1,,
160823,300,59.79,,
160823,400,23.71,,
160823,500,17.69,,
160823,600,17.05,,
160823,700,20.47,,
160823,800,21.04,,
160823,900,29.23,,
160823,1000,31.38,,
160823,1100,24.62,,
160823,1200,21.07,,
160823,1300,22.42,,
160823,1400,23.71,,
160823,1500,24.41,,
160823,1600,39.83,,
160823,1700,64.7699,,
160823,1800,93.7998,,
160823,1900,72.4298,,
160823,2000,66.62,,
160823,2100,59.14,,
160823,2200,46.23,,
160823,2300,38.05,,
160824,0,18.37,,
160824,100,22.48,,
160824,200,19,,
160824,300,15.61,,
160824,400,18.61,,
160824,500,29.86,,
160824,600,46.22,,
160824,700,47.06,,
160824,800,51.68,,
160824,900,68.7998,,
160824,1000,70.6698,,
160824,1100,67.2998,,
160824,1200,75.0498,,
160824,1300,71.3799,,
160824,1400,49.6899,,
160824,1500,37.92,,
160824,1600,48.43,,
160824,1700,48.2599,,
160824,1800,49.37,,
160824,1900,48.25,,
160824,2000,62.52,,
160824,2100,44.33,,
160824,2200,30.05,,
160824,2300,14.34,,
160825,0,12.91,,
160825,100,10.88,,
160825,200,11.59,,
160825,300,11.57,,
160825,400,12.86,,
160825,500,11.61,,
160825,600,23.13,,
160825,700,25.19,,
160825,800,24.41,,
160825,900,23.11,,
160825,1000,19.02,,
160825,1100,20.39,,
160825,1200,34.74,,
160825,1300,25.15,,
160825,1400,38.74,,
160825,1500,48.9,,
160825,1600,38.71,,
160825,1700,25.84,,
160825,1800,48.2599,,
160825,1900,98.1,,
160825,2000,160.4,,
160825,2100,91,,
160825,2200,138.6,,
160825,2300,28.9,,
160826,0,40.78,,
160826,100,40.79,,
160826,200,17.68,,
160826,300,22.46,,
160826,400,23.1,,
160826,500,21.32,,
160826,600,33.86,,
160826,700,49.6899,,
160826,800,92.5,,
160826,900,47.7,,
160826,1000,34.64,,
160826,1100,38.0099,,
160826,1200,15.19,,
160826,1300,16.87,,
160826,1400,6.797,,
160826,1500,15.61,,
160826,1600,17.72,,
160826,1700,18.37,,
160826,1800,60.52,,
160826,1900,119.6,,
160826,2000,187.7,,
160826,2100,403.1,,
160826,2200,365,,
160826,2300,511.5,,
160827,0,304.5,,
160827,100,387.7,,
160827,200,107,,
160827,300,27.86,,
160827,400,22.09,,
160827,500,21.26,,
160827,600,21.71,,
160827,700,27.23,,
160827,800,34.68,,
160827,900,57.95,,
160827,1000,43.5,,
160827,1100,43.5,,
160827,1200,35.64,,
160827,1300,32.6299,,
160827,1400,33.36,,
160827,1500,26.36,,
160827,1600,29.9,,
160827,1700,57.31,,
160827,1800,178.1,,
160827,1900,110.8,,
160827,2000,211.5,,
160827,2100,382,,
160827,2200,282.8,,
160827,2300,212.8,,
160828,0,99.7,,
160828,100,68.6399,,
160828,200,68.2,,
160828,300,44.2599,,
160828,400,47.62,,
160828,500,37.99,,
160828,600,23.79,,
160828,700,30.05,,
160828,800,33.87,,
160828,900,36.68,,
160828,1000,26.51,,
160828,1100,19.55,,
160828,1200,14.94,,
160828,1300,17.03,,
160828,1400,20.55,,
160828,1500,6.785,,
160828,1600,8.82999,,
160828,1700,25.82,,
160828,1800,110.1,,
160828,1900,343.9,,
160828,2000,420.1,,
160828,2100,264.5,,
160828,2200,235.2,,
160828,2300,264.3,,
160829,0,111.5,,
160829,100,70.0298,,
160829,200,50.98,,
160829,300,36.05,,
160829,400,25.15,,
160829,500,22.25,,
160829,600,60.5099,,
160829,700,74.2599,,
160829,800,73.2898,,
160829,900,34.65,,
160829,1000,35.37,,
160829,1100,32.17,,
160829,1200,22.4,,
160829,1300,29.32,,
160829,1400,16.81,,
160829,1500,17.61,,
160829,1600,24.64,,
160829,1700,51.27,,
160829,1800,95.7998,,
160829,1900,74.7699,,
160829,2000,35.34,,
160829,2100,38.75,,
160829,2200,25.16,,
160829,2300,14.29,,
160830,0,14.31,,
160830,100,10.9,,
160830,200,8.12999,,
160830,300,8.78,,
160830,400,9.67,,
160830,500,11.69,,
160830,600,21.02,,
160830,700,24.47,,
160830,800,40.17,,
160830,900,31.27,,
160830,1000,23.18,,
160830,1100,19.5,,
160830,1200,15.28,,
160830,1300,22.43,,
160830,1400,21.75,,
160830,1500,17.57,,
160830,1600,31.38,,
160830,1700,35.37,,
160830,1800,51.66,,
160830,1900,148.1,,
160830,2000,206.1,,
160830,2100,336.4,,
160830,2200,206,,
160830,2300,123,,
160831,0,185.6,,
160831,100,91.5,,
160831,200,24.48,,
160831,300,36.61,,
160831,400,35.35,,
160831,500,23.8,,
160831,600,52.35,,
160831,700,54.3799,,
160831,800,73.37,,
160831,900,58.2599,,
160831,1000,77.49,,
160831,1100,21.75,,
160831,1200,13.42,,
160831,1300,20.4,,
160831,1400,14.26,,
160831,1500,12.91,,
160831,1600,15.63,,
160831,1700,31.26,,
160831,1800,75.45,,
160831,1900,164.3,,
160831,2000,111.5,,
160831,2100,323,,
160831,2200,322.3,,
160831,2300,424.8,,
160901,0,461.6,,
160901,100,364.3,,
160901,200,146.1,,
160901,300,261.7,,
160901,400,245.5,,
160901,500,199.8,,
160901,600,283.5,,
160901,700,447.4,,
160901,800,360.9,,
160901,900,59.7,,
160901,1000,20.58,,
